Team_Track,TeamTrackAvgDelta,TeamTrackStdDelta
Alfa Romeo Racing_Albert Park,7.130961538461534,10.992618459792194
Alfa Romeo Racing_Bahrain International,-0.6813333333333299,0.41198284753939257
Alfa Romeo Racing_Hockenheimring,7.999000000000004,14.994324602519258
Alfa Romeo Racing_Hungaroring,5.248749999999998,16.00563875415697
Alfa Romeo Racing_Interlagos,5.8469999999999995,10.154668201655545
Alfa Romeo Racing_Istanbul Park,8.890189655172412,6.689854910360529
Alfa Romeo Racing_Monaco,8.044125000000001,12.523267991356462
Alfa Romeo Racing_Monza,8.198500000000003,19.471544753819604
Alfa Romeo Racing_Paul Ricard,5.662714285714285,13.87315424016574
Alfa Romeo Racing_Red Bull Ring,9.141738095238097,19.001211679534446
Alfa Romeo Racing_Spa-Francorchamps,-10.023250000000004,0.727318075764195
Alfa Romeo Racing_Zandvoort,-4.042714285714281,12.828857440867262
Alfa Romeo_Bahrain International,1.5493999999999999,0.34229490209467167
Alfa Romeo_Barcelona-Catalunya,2.956000000000001,0.3521901475055773
Alfa Romeo_COTA,1.739333333333337,0.2311360349808442
Alfa Romeo_Gilles Villeneuve,7.773049999999998,9.447345561334313
Alfa Romeo_Hermanos Rodriguez,0.9118750000000029,0.9666960139223345
Alfa Romeo_Hungaroring,8.884108695652174,17.637468143748386
Alfa Romeo_Imola,12.016399999999992,9.298673563710281
Alfa Romeo_Jeddah,12.94592857142857,17.389685441770826
Alfa Romeo_Las Vegas,13.144363636363643,18.287915918839563
Alfa Romeo_Losail,1.5239999999999887,0.8473356281112393
Alfa Romeo_Miami,12.332888888888883,18.338859082765108
Alfa Romeo_Monza,1.6189999999999998,0.28688906102068845
Alfa Romeo_Silverstone,18.00507894736843,9.163553598968386
AlphaTauri_Bahrain International,6.186889999999998,10.888183748435452
AlphaTauri_Baku City,9.529066666666658,15.012064247555275
AlphaTauri_Barcelona-Catalunya,0.22816666666666427,0.38410345828522247
AlphaTauri_COTA,0.21618181818182336,0.6162416438673766
AlphaTauri_Hermanos Rodriguez,1.3642941176470629,7.849270346381774
AlphaTauri_Hungaroring,4.3893181818181795,12.147369170467996
AlphaTauri_Imola,6.853481481481471,13.587410030472412
AlphaTauri_Interlagos,-9.319,0.47073984322553136
AlphaTauri_Istanbul Park,-18.421543478260872,15.325037423885083
AlphaTauri_Jeddah,16.215710526315785,23.39422440955782
AlphaTauri_Losail,1.145307692307681,11.715777399050502
AlphaTauri_Marina Bay,21.73992592592592,14.801450404309204
AlphaTauri_Miami,7.758388888888886,11.687593080542284
AlphaTauri_Monaco,9.080428571428573,13.06667348478499
AlphaTauri_Monza,3.7634166666666693,14.230113891183747
AlphaTauri_Paul Ricard,5.624249999999997,16.57629084579978
AlphaTauri_Portimao,6.581465517241384,9.695928502958484
AlphaTauri_Red Bull Ring,3.1419912280701774,16.72413942759602
AlphaTauri_Silverstone,0.1596666666666664,0.4391749841084604
AlphaTauri_Sochi Autodrom,-12.349166666666674,0.5002828866418138
AlphaTauri_Spa-Francorchamps,10.055166666666663,7.880384639128096
AlphaTauri_Suzuka,1.0130909090909006,0.489328816757293
AlphaTauri_Yas Marina,14.375921052631577,19.580448440886098
AlphaTauri_Zandvoort,-2.986999999999997,12.425081891078223
Alpine_Albert Park,7.1932941176470555,13.165975595472233
Alpine_Bahrain International,1.0750714285714278,0.6694742442665474
Alpine_Baku City,8.503384615384606,13.164032263067302
Alpine_Barcelona-Catalunya,-2.6308888888888884,2.3559826130546617
Alpine_COTA,0.6400909090909127,1.249345958762153
Alpine_Gilles Villeneuve,5.4117156862745075,7.315861768277817
Alpine_Hermanos Rodriguez,0.9803125000000037,1.1725834565181268
Alpine_Hungaroring,3.8107799999999985,11.50991304456004
Alpine_Imola,8.299882352941168,9.231505266493333
Alpine_Interlagos,4.542704545454546,12.20231684554407
Alpine_Istanbul Park,-22.85525,7.725472543652411
Alpine_Jeddah,10.968124999999999,14.267829723406749
Alpine_Las Vegas,6.795846153846158,10.71492760476638
Alpine_Losail,5.575090909090899,12.472745172885048
Alpine_Marina Bay,14.256047619047612,16.87957760572281
Alpine_Miami,7.969999999999997,18.74314057195325
Alpine_Monaco,9.264327868852462,14.30443881891365
Alpine_Monza,1.1935000000000038,0.135669942630391
Alpine_Paul Ricard,0.6167000000000016,0.7512508162317627
Alpine_Portimao,1.5937857142857155,5.522156605116208
Alpine_Red Bull Ring,2.2191511627906984,14.209848855021582
Alpine_Silverstone,14.039518518518523,14.814221933332455
Alpine_Sochi Autodrom,7.247749999999996,9.544076517129083
Alpine_Spa-Francorchamps,2.763035714285711,10.131239460138985
Alpine_Suzuka,0.7730909090909018,0.28605504873903076
Alpine_Yas Marina,1.0861249999999991,8.778028573425217
Alpine_Zandvoort,-8.412999999999993,0.738264954374202
Aston Martin_Albert Park,8.033464285714283,14.670008105549332
Aston Martin_Bahrain International,0.5935789473684207,0.7568952162757094
Aston Martin_Baku City,9.145277777777771,15.3055968374058
Aston Martin_Barcelona-Catalunya,-0.4816333333333328,10.073029958874386
Aston Martin_COTA,0.20554545454545803,1.5133261620441492
Aston Martin_Gilles Villeneuve,-1.5988783783783793,12.352786018077397
Aston Martin_Hungaroring,7.043772727272725,15.16963342050671
Aston Martin_Imola,10.081333333333323,12.375340530187247
Aston Martin_Interlagos,4.7784615384615385,11.76499293405914
Aston Martin_Istanbul Park,-16.81886363636364,14.33776095680722
Aston Martin_Jeddah,9.340393939393937,16.65513292490372
Aston Martin_Las Vegas,7.653642857142864,10.228074911785646
Aston Martin_Losail,8.33590909090908,18.326761680821512
Aston Martin_Marina Bay,-3.9062000000000068,12.078853172199567
Aston Martin_Miami,6.732866666666662,17.13936597788289
Aston Martin_Monaco,8.834857142857143,13.667960121449473
Aston Martin_Monza,7.129666666666672,11.758814917612515
Aston Martin_Portimao,3.630600000000004,8.139870070625614
Aston Martin_Red Bull Ring,10.749155555555557,22.59060086096303
Aston Martin_Shanghai International,0.24960000000000376,0.3756851075036135
Aston Martin_Silverstone,4.144405405405411,13.109447664988831
Aston Martin_Sochi Autodrom,9.994307692307691,13.720410212433006
Aston Martin_Spa-Francorchamps,4.502833333333329,8.19555451623448
Aston Martin_Suzuka,0.34699999999999576,1.1791682449930536
Aston Martin_Yas Marina,4.809399999999998,16.095990938903483
Aston Martin_Zandvoort,3.6354864864864904,14.091605902927583
Ferrari_Albert Park,10.408937499999997,18.16651570491171
Ferrari_Bahrain International,3.1915793650793662,9.790365387513331
Ferrari_Baku City,9.154802325581388,15.205434703977907
Ferrari_Barcelona-Catalunya,5.048960317460319,14.016841780889756
Ferrari_COTA,7.428924242424248,16.121720263536115
Ferrari_Gilles Villeneuve,0.15442727272727036,11.055789053125308
Ferrari_Hermanos Rodriguez,4.935571428571432,12.668355868950012
Ferrari_Hockenheimring,10.24258333333333,15.785581749629705
Ferrari_Hungaroring,8.213420454545453,17.72876772349392
Ferrari_Imola,9.201666666666657,14.504328365928107
Ferrari_Interlagos,3.238455696202532,13.297932356917968
Ferrari_Istanbul Park,-22.349033333333338,9.196848038219139
Ferrari_Jeddah,11.50047619047619,17.708710339790915
Ferrari_Las Vegas,10.5794705882353,14.59226139479819
Ferrari_Losail,9.985608695652163,17.95216852203316
Ferrari_Marina Bay,9.186539682539678,17.61883262749431
Ferrari_Miami,9.255941176470584,18.66297559706036
Ferrari_Monaco,10.913904761904762,15.816572037418764
Ferrari_Monza,4.505491803278691,11.364103556994646
Ferrari_Mugello,0.3175000000000073,0.5635209845249796
Ferrari_Paul Ricard,4.611324324324324,13.461931717200118
Ferrari_Portimao,9.033518867924533,12.511448204453155
Ferrari_Red Bull Ring,7.469481981981984,18.09859628759895
Ferrari_Shanghai International,4.6059615384615435,11.887364675085118
Ferrari_Silverstone,6.93729565217392,13.874333733314984
Ferrari_Sochi Autodrom,0.7669032258064493,11.54469610789543
Ferrari_Spa-Francorchamps,-0.1894830508474606,11.136809325295266
Ferrari_Suzuka,1.6921764705882292,8.886723664155758
Ferrari_Yas Marina,8.504025423728814,17.49634656973094
Ferrari_Zandvoort,1.6510895522388107,12.788153130014804
Haas F1 Team_Albert Park,5.59186,11.916831831769155
Haas F1 Team_Bahrain International,0.0912500000000011,1.1196197044571412
Haas F1 Team_Barcelona-Catalunya,1.071538461538463,2.7117593474461446
Haas F1 Team_Gilles Villeneuve,5.779346153846152,7.159541831064978
Haas F1 Team_Hermanos Rodriguez,-0.46824999999999645,0.5026057781022992
Haas F1 Team_Hockenheimring,7.427875000000002,21.012386914372332
Haas F1 Team_Hungaroring,6.647382352941174,16.369959021338268
Haas F1 Team_Imola,6.789937499999991,9.057804858932432
Haas F1 Team_Interlagos,0.012590909090907846,5.761455038270163
Haas F1 Team_Jeddah,10.0238,15.978201009848108
Haas F1 Team_Las Vegas,6.527777777777783,12.961513925534701
Haas F1 Team_Losail,10.361153846153837,16.191713476580926
Haas F1 Team_Marina Bay,5.889969696969691,18.43021396966956
Haas F1 Team_Miami,3.8291428571428514,16.405845913328214
Haas F1 Team_Monaco,8.635000000000002,14.151401479929607
Haas F1 Team_Monza,-0.1821666666666625,0.35641628283044086
Haas F1 Team_Paul Ricard,1.177666666666667,0.24183947844248732
Haas F1 Team_Red Bull Ring,10.619695121951223,17.793176714993184
Haas F1 Team_Shanghai International,0.16485714285714842,1.1313437794290238
Haas F1 Team_Silverstone,-0.4108571428571374,10.281834117000912
Haas F1 Team_Sochi Autodrom,-11.725500000000004,0.4385073545563406
Haas F1 Team_Spa-Francorchamps,-9.597900000000005,0.4592867296145181
Haas F1 Team_Suzuka,10.083199999999996,23.44004051191039
Haas F1 Team_Yas Marina,-1.1741666666666661,0.5740590126459115
Haas F1 Team_Zandvoort,3.1651111111111163,20.007484646029624
Kick Sauber_Shanghai International,0.6616000000000071,0.3423591681261061
Kick Sauber_Yas Marina,-1.2771000000000043,0.450312447085356
McLaren_Albert Park,4.7170897435897405,13.665953599168587
McLaren_Bahrain International,-0.29488095238095063,0.8077803810557566
McLaren_Baku City,7.882944444444437,13.571846150772988
McLaren_Barcelona-Catalunya,0.5630217391304357,8.311270970432943
McLaren_COTA,5.629132075471702,14.512010329693942
McLaren_Gilles Villeneuve,-0.541422222222224,11.65893279968585
McLaren_Hermanos Rodriguez,4.0361333333333365,9.9641670673195
McLaren_Hockenheimring,4.812391304347826,12.089827551552775
McLaren_Hungaroring,6.527560975609755,14.265126033418788
McLaren_Imola,6.238711538461529,11.574213978879254
McLaren_Interlagos,4.909685714285715,13.618648256511204
McLaren_Istanbul Park,-17.86165384615385,13.367445342112271
McLaren_Jeddah,10.352769230769228,17.31929449567892
McLaren_Las Vegas,4.0435882352941235,10.371747327830205
McLaren_Losail,10.562568181818172,16.46524073425905
McLaren_Marina Bay,6.698333333333329,16.948711320011643
McLaren_Miami,6.474249999999994,13.757760353152786
McLaren_Monaco,7.996060975609757,14.573608417440001
McLaren_Monza,5.532887500000003,12.550618918617042
McLaren_Mugello,0.6328000000000088,0.4982973008154877
McLaren_Paul Ricard,6.858942857142855,16.063256226085482
McLaren_Portimao,4.966850000000003,7.023506427777056
McLaren_Red Bull Ring,2.133927184466021,10.893724563919719
McLaren_Shanghai International,0.4151111111111163,0.7046052874561141
McLaren_Silverstone,5.695161016949159,14.176224462087678
McLaren_Sochi Autodrom,0.457938775510201,15.848816060419365
McLaren_Spa-Francorchamps,2.7993493150684894,11.359984242544865
McLaren_Suzuka,1.0814545454545395,7.856326893382291
McLaren_Yas Marina,5.185466666666668,10.460926583334812
McLaren_Zandvoort,1.921964912280706,11.238201652916004
Mercedes_Albert Park,8.206840425531912,13.041711356592387
Mercedes_Bahrain International,3.9969719101123595,10.84116400429179
Mercedes_Baku City,6.9134358974358925,11.94144114362863
Mercedes_Barcelona-Catalunya,2.88939393939394,12.499779268363456
Mercedes_COTA,4.217622641509438,12.070671537029833
Mercedes_Gilles Villeneuve,0.8991060606060585,11.0826687733211
Mercedes_Hermanos Rodriguez,7.058146666666671,13.329786505755035
Mercedes_Hockenheimring,7.062016666666667,16.06350337345571
Mercedes_Hungaroring,8.016971910112359,17.03023106399182
Mercedes_Imola,3.747739130434773,10.379712632362939
Mercedes_Interlagos,3.205441860465117,15.593235022319327
Mercedes_Istanbul Park,-9.422592592592595,16.62754008885136
Mercedes_Jeddah,11.767891891891889,18.04590155919185
Mercedes_Las Vegas,12.204804878048785,14.886006472891768
Mercedes_Losail,6.425127272727261,16.37623645663135
Mercedes_Marina Bay,4.152599999999995,14.9421486032571
Mercedes_Miami,3.6392413793103393,13.143912044460441
Mercedes_Monaco,8.037158940397351,12.870500885405985
Mercedes_Monza,1.4972916666666705,7.413480765104707
Mercedes_Mugello,-1.0297142857142774,0.2549651703571248
Mercedes_Paul Ricard,8.523791666666664,18.13689564790259
Mercedes_Portimao,2.8705000000000034,7.399401628614198
Mercedes_Red Bull Ring,4.212575842696631,13.764465332554986
Mercedes_Shanghai International,6.630050000000006,15.924647736251003
Mercedes_Silverstone,6.5491369863013755,15.10725973765942
Mercedes_Sochi Autodrom,1.3806666666666636,14.631595861923833
Mercedes_Spa-Francorchamps,-1.1497608695652206,9.41972018887471
Mercedes_Suzuka,4.298698113207541,12.565169311640362
Mercedes_Yas Marina,10.028472602739726,16.7578857498431
Mercedes_Zandvoort,0.173365384615389,12.86624853383707
RB_Albert Park,-3.38083333333334,0.4052133594375521
RB_COTA,-1.252999999999993,0.4030508652763373
RB_Gilles Villeneuve,-5.3092200000000025,10.90769485088394
RB_Hungaroring,6.827312499999998,13.477254983706187
RB_Imola,-0.15400000000000774,0.420323949141873
RB_Interlagos,13.763799999999998,5.734608821300136
RB_Jeddah,-0.5868333333333359,0.2730387640366603
RB_Las Vegas,7.1113076923076965,10.458399283069209
RB_Marina Bay,-8.358600000000006,0.4071084622063254
RB_Monaco,7.104769230769231,13.621084349602066
RB_Suzuka,0.04899999999999475,0.40035734038481263
Racing Point_Bahrain International,6.086261904761903,14.482783384607952
Racing Point_Baku City,1.6684285714285656,6.4861490335725644
Racing Point_Barcelona-Catalunya,-0.33019999999999783,0.2911254216160318
Racing Point_Hockenheimring,2.0447916666666663,6.272180882343344
Racing Point_Hungaroring,4.284078947368421,12.738969473913889
Racing Point_Istanbul Park,4.928690476190472,6.224678679410271
Racing Point_Monza,2.8334000000000046,9.073122153980547
Racing Point_Mugello,5.237800000000007,16.287957144944713
Racing Point_Portimao,5.0984090909090956,11.943674019785917
Racing Point_Red Bull Ring,4.243785714285717,13.050062613634474
Racing Point_Silverstone,4.729928571428573,18.58201477918819
Racing Point_Sochi Autodrom,-12.966750000000008,0.6432103725324501
Racing Point_Spa-Francorchamps,-11.22036666666667,1.0236217819004034
Racing Point_Yas Marina,11.293666666666667,0.20123858145659992
Red Bull Racing_Albert Park,6.500241379310341,16.382928792164574
Red Bull Racing_Bahrain International,1.1405000000000007,7.962286792308035
Red Bull Racing_Baku City,6.587208955223872,14.118030922812652
Red Bull Racing_Barcelona-Catalunya,6.476373015873016,18.093089425284916
Red Bull Racing_COTA,4.314471698113213,13.14031940778483
Red Bull Racing_Gilles Villeneuve,-0.05293859649123003,11.80461127516571
Red Bull Racing_Hermanos Rodriguez,3.4196037735849085,9.861791815930546
Red Bull Racing_Hockenheimring,6.465428571428573,18.72740262375279
Red Bull Racing_Hungaroring,8.836875,18.976155444371337
Red Bull Racing_Imola,6.790277777777767,10.806328073440005
Red Bull Racing_Interlagos,0.500984848484848,13.595244018510439
Red Bull Racing_Istanbul Park,-7.162329787234047,15.674346431585413
Red Bull Racing_Jeddah,9.979931034482759,18.66817205539678
Red Bull Racing_Las Vegas,11.627708333333338,15.454403004179092
Red Bull Racing_Losail,9.600405405405393,19.37295091595992
Red Bull Racing_Marina Bay,9.891441176470583,13.938114883169638
Red Bull Racing_Miami,5.061948717948714,13.016128830575665
Red Bull Racing_Monaco,8.961530973451328,14.260534567889751
Red Bull Racing_Monza,6.121616438356167,14.107916597143188
Red Bull Racing_Mugello,-0.3987499999999926,0.5546483441914202
Red Bull Racing_Paul Ricard,2.5981388888888883,9.723610376377048
Red Bull Racing_Portimao,6.392740000000003,10.950699046850564
Red Bull Racing_Red Bull Ring,5.597572289156629,16.947024398085
Red Bull Racing_Shanghai International,1.367952380952386,7.831041370572567
Red Bull Racing_Silverstone,6.92136190476191,14.362073910881108
Red Bull Racing_Sochi Autodrom,-3.003484848484852,12.455394291032128
Red Bull Racing_Spa-Francorchamps,0.6361153846153812,10.745082194038508
Red Bull Racing_Suzuka,0.20652631578946767,4.530463521043401
Red Bull Racing_Yas Marina,8.778776315789472,16.089517883474063
Red Bull Racing_Zandvoort,2.6149687500000036,11.8981042880705
Renault_Bahrain International,-0.9881071428571444,0.652366525651958
Renault_Barcelona-Catalunya,3.5583571428571434,6.987286011716122
Renault_COTA,-0.9755999999999971,0.4220969083042393
Renault_Gilles Villeneuve,-8.472366666666668,10.641811176853757
Renault_Hockenheimring,1.8643157894736848,7.358260938131084
Renault_Imola,-0.7665000000000101,0.532843973410603
Renault_Istanbul Park,7.975465517241376,6.898637543968677
Renault_Marina Bay,-0.08475000000000439,0.5751711405391371
Renault_Monaco,5.354066666666668,9.600201206720817
Renault_Monza,-0.6142727272727225,0.29048307727270106
Renault_Mugello,0.27175000000000615,0.37194114357746905
Renault_Paul Ricard,9.606499999999999,18.83806473985205
Renault_Red Bull Ring,1.5072589285714284,4.517296978374117
Renault_Shanghai International,-0.9239090909090841,0.45275787227732534
Renault_Silverstone,-0.0992499999999953,12.193668711216032
Renault_Sochi Autodrom,-12.202363636363641,0.7677550170684414
Renault_Spa-Francorchamps,-11.10573529411765,1.2272520894976993
Renault_Yas Marina,12.222227272727274,0.4589762719159015
Toro Rosso_Baku City,6.212615384615377,9.199222472021402
Toro Rosso_Barcelona-Catalunya,4.251124999999998,10.117409393678095
Toro Rosso_COTA,5.648428571428577,17.083713870790735
Toro Rosso_Hermanos Rodriguez,5.362450000000002,9.542126550336226
Toro Rosso_Interlagos,6.377100000000003,13.07920488961177
Toro Rosso_Monaco,6.3264054054054055,10.737238144419166
Toro Rosso_Monza,6.55716666666667,15.135348762637308
Toro Rosso_Silverstone,3.648923076923085,13.934259156610722
Toro Rosso_Suzuka,-0.3831666666666725,0.5353605949887122
Williams_Albert Park,7.396794117647055,12.016595897781878
Williams_Baku City,4.8828666666666605,12.061210315165999
Williams_Gilles Villeneuve,-2.508140000000002,9.92969147254838
Williams_Hermanos Rodriguez,-0.6954999999999979,0.21261302876352633
Williams_Interlagos,12.4597,8.545612533146272
Williams_Las Vegas,11.179250000000009,13.275085940113206
Williams_Monaco,9.321058823529413,14.558430296011434
Williams_Monza,3.7241333333333357,9.225206191010944
Williams_Silverstone,4.849629629629636,15.721825290752168
Williams_Sochi Autodrom,7.40928571428571,8.03796389668401
Williams_Spa-Francorchamps,4.087558823529408,12.812892357263582
Williams_Zandvoort,6.790897435897441,12.515265055533439
